-178.6989691, 69.64378466   
-175.7754592, 68.77572775   
-173.4660325, 68.08844402   
-170.9197536, 67.40272783   
-169.6947212, 72.47908159   
-169.4056994, 71.24505111   
-169.0051601, 69.9691972    
-168.7543376, 68.7588797    
-168.4776677, 67.54336299   
-167.9277734, 66.554891     
-167.1605908, 67.8157626    
-166.5093459, 69.18858699   
-166.134662,  67.01672229   
-164.129825,  70.142921     
-162.1270874, 70.80173501   
-158.838422,  71.62262498   
-154.8172528, 71.8286785    
-151.410261,  71.37534143   
-148.4355081, 71.06546928   
-145.3178924, 70.89061791   
-163.396780,  66.837671
-162.649490,  66.317604
-160.332550, 70.766471
-158.751137, 71.015865
-156.994838, 71.390327
-148.177843, 70.469724
-146.290410, 70.274933
